estate,division,field_no,age_months,sd_vp,hect,crop,yph,code
Somerset,Dambagastalawa,5,32.0,SD,6.09,1563.9641000000001,256.8085550082102,DT
Somerset,Dambagastalawa,2,38.0,SD,10.24,4071.6901,397.62598632812495,DT
Somerset,Easdale,6ANCI,2.0,VP,4.84,4019.7398000000003,830.5247520661158,ED
Somerset,Easdale,6ANC,7.0,VP,4.87,4253.8567,873.4818685831623,ED
Somerset,Easdale,8ANC,13.0,VP,4.1,6410.6315,1563.5686585365856,ED
Somerset,Easdale,9BNC,17.0,VP,4.28,7199.2058,1682.057429906542,ED
Somerset,Easdale,9ANC,28.0,VP,5.15,8175.5614,1587.4876504854367,ED
Somerset,Easdale,8BNC,40.0,VP,4.57,7496.598300000001,1640.393501094092,ED
Somerset,Easdale,7ANC1,47.0,VP,4.75,7101.0897,1494.966252631579,ED
Somerset,Easdale,6B,4.0,SD,5.71,1528.4898,267.6864798598949,ED
Somerset,Easdale,7A,33.0,SD,4.16,1506.8969000000004,362.2348317307693,ED
Somerset,Langdale,2NCA,2.0,VP,4.64,6091.5354,1312.8309051724138,LA
Somerset,Langdale,2NCB,2.0,VP,4.0,6358.3269,1589.581725,LA
Somerset,Langdale,7CNC,7.0,VP,3.5,4130.586499999999,1180.1675714285714,LA
Somerset,Langdale,4ANC,7.0,VP,5.0,4270.860199999999,854.1720399999998,LA
Somerset,Langdale,11A,11.0,VP,2.0,1574.4616,787.2308,LA
Somerset,Langdale,4ENC,11.0,VP,2.0,3300.2007,1650.10035,LA
Somerset,Langdale,3NC,11.0,VP,2.02,2803.9152,1388.0768316831682,LA
Somerset,Langdale,11B,21.0,VP,0.5,776.5953999999999,1553.1907999999999,LA
Somerset,Langdale,7E,21.0,VP,1.15,1929.902,1678.1756521739132,LA
Somerset,Langdale,6ANC,15.0,VP,4.47,9099.539799999999,2035.691230425056,LA
Somerset,Langdale,6DNC,20.0,VP,6.19,9520.094500000001,1537.9797253634895,LA
Somerset,Langdale,7BNC,20.0,VP,2.0,5568.9391,2784.46955,LA
Somerset,Langdale,8BNC,20.0,VP,3.0,5200.4953,1733.4984333333332,LA
Somerset,Langdale,10NC,27.0,VP,3.4,6024.3999,1771.882323529412,LA
Somerset,Langdale,5CNC,27.0,VP,2.0,5264.2586,2632.1293,LA
Somerset,Langdale,6CNC,33.0,VP,2.43,3071.4596999999994,1263.975185185185,LA
Somerset,Langdale,7DNC,34.0,VP,3.0,7075.269700000001,2358.4232333333334,LA
Somerset,Langdale,4CNC,38.0,VP,1.0,2913.6231,2913.6231,LA
Somerset,Langdale,9NC,38.0,VP,7.53,12395.8256,1646.19197875166,LA
Somerset,Langdale,4FNC,40.0,VP,3.0,6715.7881,2238.5960333333333,LA
Somerset,Langdale,7FNC,40.0,VP,1.0,1991.8418000000001,1991.8418000000001,LA
Somerset,Langdale,5ANC,45.0,VP,4.0,10235.8586,2558.96465,LA
Somerset,Langdale,6FNC,45.0,VP,5.83,9532.623599999999,1635.0983876500857,LA
Somerset,Langdale,8ANC,45.0,VP,3.0,5016.6981,1672.2326999999998,LA
